index,in,class,name,val_2018_1,val_2018_2,val_2018_3,val_2018_4,val_2019_1,val_2019_2,val_2019_3,val_2019_4
858,국회,국회의원,남인순,700000,301218,5660,437000,730000,395590,3013,420000
859,국회,국회의원,노웅래,610000,346590,30830,310036,615000,570125,29289,368836
860,국회,국회의원,맹성규,746000,758775,11140,112000,645000,1141258,40530,5000
861,국회,국회의원,문진국,630829,464064,0,0,630829,495890,0,0
862,국회,국회의원,민경욱,1976000,2023589,17000,1043128,2271000,2006930,13630,1074561
863,국회,국회의원,민병두,754000,624946,16380,34200,780000,755143,14040,30000
864,국회,국회의원,민홍철,1571000,517368,77000,600979,1813000,528160,62070,568914
865,국회,국회의원,박경미,1275755,1402891,30859,121000,1168293,1474659,28859,211689
866,국회,국회의원,박광온,1290000,432403,22650,83970,1352000,406227,19410,37900
867,국회,국회의원,박대출,765000,351211,27380,70000,879000,354449,23480,70000
868,국회,국회의원,박덕흠,28418433,23493744,582547,972820,29743983,22912603,558090,900000
869,국회,국회의원,박맹우,489508,340247,18602,100203,507604,388024,42608,121699
870,국회,국회의원,박명재,880212,1683417,100790,192825,933826,1661654,98840,271047
871,국회,국회의원,박범계,916235,349265,12320,126046,1013038,422646,10760,138531
872,국회,국회의원,박병석,3767129,341555,74150,73000,4256461,329640,64230,43000
873,국회,국회의원,박선숙,583000,370467,0,0,728000,399872,0,100000
874,국회,국회의원,박성중,4583994,1465344,15470,374705,4997568,1424458,32390,902508
875,국회,국회의원,박순자,1401142,106559,51870,686431,1508430,141100,28000,809465
876,국회,국회의원,박영선,2436356,2034069,230000,562492,2481350,2175163,224000,589489
877,국회,국회의원,박완수,761469,827801,35290,0,735651,883482,75790,0
878,국회,국회의원,박완주,429619,417748,28290,0,398432,591699,9010,0
879,국회,국회의원,박용진,390000,412221,15810,18002,530000,528558,12900,23876
880,국회,국회의원,박인숙,296340,1006109,7990,1721,336000,962384,7560,5736
881,국회,국회의원,박재호,610970,437758,8120,144558,611137,478252,7060,124940
882,국회,국회의원,박정,34230054,11579701,21844,19317088,35215031,10399115,21844,16852140
883,국회,국회의원,박주민,642000,380527,0,172773,726000,650789,0,336144
884,국회,국회의원,박주선,1955930,1514158,290820,1978408,2051005,1514954,290740,1976136
885,국회,국회의원,박주현,3136000,2052906,20140,660000,3290074,2399858,0,660000
886,국회,국회의원,박지원,824000,411590,10000,50000,936000,622408,10000,50000
887,국회,국회의원,박찬대,1059000,709121,45250,420601,1058000,861768,15640,377194
888,국회,국회의원,박홍근,230828,301356,1950,134921,236971,403600,1660,112176
889,국회,국회의원,백승주,1817889,455312,33700,250000,1502530,854279,28810,20000
890,국회,국회의원,백재현,2727613,1117784,6000,543296,2799080,1093412,5550,531779
891,국회,국회의원,백혜련,793045,367355,4840,427573,275855,611920,4340,4493
892,국회,국회의원,변재일,1834599,1510075,82560,100000,1996882,1791229,81640,0
893,국회,국회의원,서삼석,1499000,491031,54550,838975,1399000,518039,40100,617400
894,국회,국회의원,서영교,1012203,981018,0,714462,1014288,1216329,0,635753
895,국회,국회의원,서청원,355220,175575,0,126355,379422,154099,0,195532
896,국회,국회의원,서형수,899526,318169,7220,700000,965395,251861,3880,766396
897,국회,국회의원,설훈,486000,316277,10660,301947,345000,551462,9160,253696
898,국회,국회의원,성일종,979852,20627006,0,0,1273228,20162899,0,0
899,국회,국회의원,소병훈,1282603,1116486,665334,382945,1222443,1275187,494592,340063
900,국회,국회의원,손금주,1169600,318850,19040,531560,1152875,309277,16400,571984
901,국회,국회의원,손혜원,2849022,1795562,3162650,2458754,3154327,1407415,3162650,3069115
902,국회,국회의원,송갑석,10000,162379,1500,0,10000,239109,68172,59933
903,국회,국회의원,송기헌,805469,387088,39500,967057,874312,350402,32420,1029462
904,국회,국회의원,송석준,913858,392477,5000,463666,865309,598238,4500,452962
905,국회,국회의원,송언석,3424946,2292376,5000,1400000,3964166,2426556,4000,1450000
906,국회,국회의원,송영길,220000,181100,22010,0,220000,209602,15944,0
907,국회,국회의원,송옥주,170000,308770,2440,0,320000,326731,2370,0
908,국회,국회의원,송희경,1008617,2685036,26600,400000,1139886,3073765,0,500000
909,국회,국회의원,신경민,964797,1951157,18384,80391,1076823,1573629,16794,24289
910,국회,국회의원,신동근,460350,563223,31120,835995,425350,725012,25150,804263
911,국회,국회의원,신보라,82828,347836,2290,1850,330000,443899,21927,99603
912,국회,국회의원,신상진,490000,156100,9059,40000,490000,227720,31364,40000
913,국회,국회의원,신용현,3440817,2656218,54920,459900,3612499,2733257,50160,512000
914,국회,국회의원,신창현,1744000,846489,70590,1185000,1666500,979036,34100,1200000
915,국회,국회의원,심기준,245329,266211,13550,131811,283329,232536,13550,131004
916,국회,국회의원,심상정,495000,84952,12140,227000,1345000,170168,10000,200000
917,국회,국회의원,심재권,2016100,403158,8800,0,2139000,498919,38997,0
918,국회,국회의원,심재철,7764153,737289,16770,2536756,8429883,768359,17876,2395597
919,국회,국회의원,안규백,582000,4451232,11180,58588,582000,4767301,40000,30228
920,국회,국회의원,안민석,399879,637756,9710,120000,684322,540722,8430,80000
921,국회,국회의원,안상수,95290,588055,13000,392999,96120,566738,13000,320999
922,국회,국회의원,안호영,626594,879287,33888,295423,637809,955643,22710,288283
923,국회,국회의원,어기구,395939,158525,18500,228655,400877,109310,16270,188167
924,국회,국회의원,엄용수,724019,390459,30177,669701,735799,360415,25843,445430
925,국회,국회의원,여상규,1412675,4125780,265000,0,2470090,3592727,265000,38990
926,국회,국회의원,염동열,4404132,235856,35041,2954857,4114174,292225,33500,2803162
927,국회,국회의원,오신환,5570488,831622,47500,2842216,5554384,878152,42000,2515835
928,국회,국회의원,오영훈,206526,304393,10000,136008,242936,328224,6000,127774
929,국회,국회의원,오제세,2740505,545868,64666,460600,2778299,565646,52910,486000
930,국회,국회의원,우상호,308481,268234,0,0,376049,300043,13260,0
931,국회,국회의원,우원식,1942994,495702,48530,496000,2013770,618609,46490,586000
932,국회,국회의원,원유철,1543780,349203,48320,1158305,1556120,463350,41510,1735696
933,국회,국회의원,원혜영,706430,741125,7000,310000,615439,699640,7000,312957
934,국회,국회의원,위성곤,311000,568892,14730,257273,327000,529990,13070,264096
935,국회,국회의원,유기준,1787208,1778405,9670,0,1896739,1627817,8410,24709
936,국회,국회의원,유동수,1188265,2560923,0,559760,1415828,2284207,0,297456
937,국회,국회의원,유민봉,615000,518853,14530,86100,704879,577709,12460,86100
938,국회,국회의원,유성엽,771000,435920,40400,155386,771000,450870,54210,85865
939,국회,국회의원,유승민,2570589,2177667,44470,100000,2795486,2488808,38900,550000
940,국회,국회의원,유승희,624015,591213,0,319240,675019,569131,0,233012
941,국회,국회의원,유의동,240000,454664,0,80000,240000,443929,11250,80000
942,국회,국회의원,유재중,910563,1456257,39800,71345,951806,1501242,35900,88061
943,국회,국회의원,윤관석,492919,784691,4500,80000,501173,998505,4000,20000
944,국회,국회의원,윤상직,1213772,1015098,26500,19751,1088425,1118611,42490,35555
945,국회,국회의원,윤상현,1709668,21054967,438500,3815000,1652668,19267414,438500,3815000
946,국회,국회의원,윤소하,89764,319850,55730,116522,217051,218671,49900,185613
947,국회,국회의원,윤영석,917236,169948,33500,618705,907236,170923,33300,618000
948,국회,국회의원,윤영일,1346890,802247,19720,320000,1459650,858704,17060,320000
949,국회,국회의원,윤일규,1712854,427687,73224,1311433,2160343,411689,62804,1648467
950,국회,국회의원,윤재옥,1114000,578759,35500,31070,1257276,642922,27460,13215
951,국회,국회의원,윤종필,813538,872021,13210,40000,942505,958466,11740,30000
952,국회,국회의원,윤준호,749674,529822,0,967800,752674,303211,0,996637
953,국회,국회의원,윤한홍,800000,625739,31910,0,1091000,539382,27440,0
954,국회,국회의원,윤호중,761151,820938,16955,100000,868189,925071,18490,210000
955,국회,국회의원,윤후덕,1612400,960185,11000,599000,1709235,689434,10000,587000
956,국회,국회의원,이규희,445506,174646,0,163133,453506,186278,29600,105115
957,국회,국회의원,이동섭,1293076,272391,82342,243214,1710259,252749,60490,320188
958,국회,국회의원,이만희,979979,1385938,27340,348922,1620818,1157097,40931,573537
959,국회,국회의원,이명수,1014783,364071,35560,852297,1075924,423814,36180,845619
960,국회,국회의원,이상돈,1268000,518462,68535,545016,1372000,1908348,55046,505263
961,국회,국회의원,이상민,1019057,1588867,46354,240000,1054522,1593474,56650,220000
962,국회,국회의원,이상헌,195000,94665,31380,173259,214000,236194,26310,200390
963,국회,국회의원,이석현,1575000,440933,0,740998,872392,364432,0,332685
964,국회,국회의원,이수혁,1361734,383168,0,0,1522660,457837,0,0
965,국회,국회의원,이양수,1056906,539354,8907,585800,1067502,451279,9174,432832
966,국회,국회의원,이언주,3175634,193415,76568,832736,3339639,183631,75068,859915
967,국회,국회의원,이완영,5244584,1234312,46160,358643,4768499,2175171,41930,240000
968,국회,국회의원,이용득,1484364,1691070,0,56000,1579339,1665308,24995,76756
969,국회,국회의원,이용주,4513849,436149,18180,2863397,4747071,450551,15325,2828586
970,국회,국회의원,이용호,709000,1198983,12710,285000,1053000,890392,10980,285000
971,국회,국회의원,이원욱,980993,437158,25040,536597,624001,666658,37470,38067
972,국회,국회의원,이은권,482381,265217,4500,181640,530460,499931,3800,157086
973,국회,국회의원,이은재,4731661,4156391,153960,389303,5184946,3767361,158670,384390
974,국회,국회의원,이인영,650000,294663,1300,200000,667000,412823,23929,200000
